book_chapter_verse,gloss,lemma,normalized,book,chapter
ROM 16:8,Greet Ampliatus - beloved of me in [the] Lord,ἀσπάζομαι Ἀμπλιᾶτος ὁ ἀγαπητός ἐγώ ἐν κύριος,ἀσπάσασθε Ἀμπλιᾶτον τόν ἀγαπητόν μου ἐν Κυρίῳ,Romans,Romans 16
ROM 16:9,Greet Urbanus the fellow worker of us in Christ and Stachys the beloved of me,ἀσπάζομαι Οὐρβανός ὁ συνεργός ἐγώ ἐν Χριστός καί Στάχυς ὁ ἀγαπητός ἐγώ,ἀσπάσασθε Οὐρβανόν τόν συνεργόν ἡμῶν ἐν Χριστῷ καί Στάχυν τόν ἀγαπητόν μου,Romans,Romans 16
ROM 1:1,Paul a servant of Christ Jesus a called apostle having been set apart for [the] gospel of God,Παῦλος δοῦλος (II) Χριστός Ἰησοῦς κλητός ἀπόστολος ἀφορίζω εἰς εὐαγγέλιον θεός,Παῦλος δοῦλος Χριστοῦ Ἰησοῦ κλητός ἀπόστολος ἀφωρισμένος εἰς εὐαγγέλιον Θεοῦ,Romans,Romans 1
ROM 1:10,always upon the prayers of me imploring if perhaps now at last I will make a prosperous journey by the will - of God to come to you,πάντοτε ἐπί ὁ προσευχή ἐγώ δέομαι εἰ πῶς ἤδη ποτέ εὐοδόω ἐν ὁ θέλημα ὁ θεός ἔρχομαι πρός σύ,πάντοτε ἐπί τῶν προσευχῶν μου δεόμενος εἴ πως ἤδη ποτέ εὐοδωθήσομαι ἐν τῷ θελήματι τοῦ Θεοῦ ἐλθεῖν πρός ὑμᾶς,Romans,Romans 1
ROM 1:11,I long for to see you that some I may impart gift to you spiritual to the strengthening of you,ἐπιποθέω γάρ ὁράω σύ ἵνα τὶς μεταδίδωμι χάρισμα σύ πνευματικός εἰς ὁ στηρίζω σύ,ἐπιποθῶ γάρ ἰδεῖν ὑμᾶς ἵνα τι μεταδῶ χάρισμα ὑμῖν πνευματικόν εἰς τό στηριχθῆναι ὑμᾶς,Romans,Romans 1
ROM 1:12,that now is to be encouraged together among you through the among one another faith of you both and of me,οὗτος δέ εἰμί συμπαρακαλέω ἐν σύ διά ὁ ἐν ἀλλήλων πίστις σύ τέ καί ἐγώ,τοῦτο δέ ἐστιν συνπαρακληθῆναι ἐν ὑμῖν διά τῆς ἐν ἀλλήλοις πίστεως ὑμῶν τε καί ἐμοῦ,Romans,Romans 1
ROM 1:13,Not I do want now you to be ignorant brothers that many times I purposed to come to you and was hindered until the present that some fruit I might have also among you as even among the other Gentiles,οὐ θέλω δέ σύ ἀγνοέω ἀδελφός ὅτι πολλάκις προτίθημι ἔρχομαι πρός σύ καί κωλύω ἄχρι ὁ δεῦρο ἵνα τὶς καρπός ἔχω καί ἐν σύ καθώς καί ἐν ὁ λοιπός ἔθνος,οὐ θέλω δέ ὑμᾶς ἀγνοεῖν ἀδελφοί ὅτι πολλάκις προεθέμην ἐλθεῖν πρός ὑμᾶς καί ἐκωλύθην ἄχρι τοῦ δεῦρο ἵνα τινά καρπόν σχῶ καί ἐν ὑμῖν καθώς καί ἐν τοῖς λοιποῖς ἔθνεσιν,Romans,Romans 1
ROM 1:14,To Greeks both and to barbarians to [the] wise both and [the] foolish a debtor I am,Ἕλλην τέ καί βάρβαρος σοφός τέ καί ἀνόητος ὀφειλέτης εἰμί,Ἕλλησιν τε καί Βαρβάροις σοφοῖς τε καί ἀνοήτοις ὀφειλέτης εἰμί,Romans,Romans 1
ROM 1:15,Thus - as to me [there is] readiness also to you who [are] in Rome to preach the gospel,οὕτω ὁ κατά ἐγώ πρόθυμος καί σύ ὁ ἐν Ῥώμη εὐαγγελίζω,οὕτως τό κατ’ ἐμέ πρόθυμον καί ὑμῖν τοῖς ἐν Ῥώμῃ εὐαγγελίσασθαι,Romans,Romans 1
ROM 1:16,Not for I am ashamed of the gospel [the] power for of God it is unto salvation to everyone - believing to Jewish both first and to Greek,οὐ γάρ ἐπαισχύνομαι ὁ εὐαγγέλιον δύναμις γάρ θεός εἰμί εἰς σωτηρία πᾶς ὁ πιστεύω Ἰουδαῖος τέ πρῶτος καί Ἕλλην,οὐ γάρ ἐπαισχύνομαι τό εὐαγγέλιον δύναμις γάρ Θεοῦ ἐστιν εἰς σωτηρίαν παντί τῷ πιστεύοντι Ἰουδαίῳ τε πρῶτον καί Ἕλληνι,Romans,Romans 1
ROM 1:17,[The] righteousness for of God in it is revealed from faith to faith as it has been written - And the righteous by faith will live,δικαιοσύνη γάρ θεός ἐν αὐτός ἀποκαλύπτω ἐκ πίστις εἰς πίστις καθώς γράφω ὁ δέ δίκαιος ἐκ πίστις ζάω,δικαιοσύνη γάρ Θεοῦ ἐν αὐτῷ ἀποκαλύπτεται ἐκ πίστεως εἰς πίστιν καθώς γέγραπται Ὁ δέ δίκαιος ἐκ πίστεως ζήσεται,Romans,Romans 1
ROM 1:18,Is revealed for [the] wrath of God from heaven upon all ungodliness and unrighteousness of men - the truth by unrighteousness suppressing,ἀποκαλύπτω γάρ ὀργή θεός ἀπό οὐρανός ἐπί πᾶς ἀσέβεια καί ἀδικία ἄνθρωπος ὁ ὁ ἀλήθεια ἐν ἀδικία κατέχω,Ἀποκαλύπτεται γάρ ὀργή Θεοῦ ἀπ’ οὐρανοῦ ἐπί πᾶσαν ἀσέβειαν καί ἀδικίαν ἀνθρώπων τῶν τήν ἀλήθειαν ἐν ἀδικίᾳ κατεχόντων,Romans,Romans 1
ROM 1:19,because the known - of God manifest is among them - God for to them has revealed [it],διότι ὁ γνωστός ὁ θεός φανερός εἰμί ἐν αὐτός ὁ θεός γάρ αὐτός φανερόω,διότι τό γνωστόν τοῦ Θεοῦ φανερόν ἐστιν ἐν αὐτοῖς ὁ θεός γάρ αὐτοῖς ἐφανέρωσεν,Romans,Romans 1
ROM 1:2,which He promised beforehand through the prophets of Him in [the] Scriptures Holy,ὅς προεπαγγέλλω διά ὁ προφήτης αὐτός ἐν γραφή ἅγιος,ὅ προεπηγγείλατο διά τῶν προφητῶν αὐτοῦ ἐν γραφαῖς ἁγίαις,Romans,Romans 1
ROM 1:20,The for invisible qualities of Him from [the] creation of [the] world by the things made being understood are clearly seen the both eternal of Him power and divinity for - to be them without excuse,ὁ γάρ ἀόρατος αὐτός ἀπό κτίσις κόσμος ὁ ποίημα νοέω καθοράω ὁ τέ ἀΐδιος αὐτός δύναμις καί θειότης εἰς ὁ εἰμί αὐτός ἀναπολόγητος,τά γάρ ἀόρατα αὐτοῦ ἀπό κτίσεως κόσμου τοῖς ποιήμασιν νοούμενα καθορᾶται ἥ τε ἀΐδιος αὐτοῦ δύναμις καί θειότης εἰς τό εἶναι αὐτούς ἀναπολογήτους,Romans,Romans 1
ROM 1:21,For having known - God not as God they glorified [Him] or were thankful but they became futile in the thinking of them and was darkened the foolish of them heart,διότι γινώσκω ὁ θεός οὐ ὡς θεός δοξάζω ἤ εὐχαριστέω ἀλλά ματαιόω ἐν ὁ διαλογισμός αὐτός καί σκοτίζω ὁ ἀσύνετος αὐτός καρδία,διότι γνόντες τόν Θεόν οὐχ ὡς Θεόν ἐδόξασαν ἤ ηὐχαρίστησαν ἀλλά ἐματαιώθησαν ἐν τοῖς διαλογισμοῖς αὐτῶν καί ἐσκοτίσθη ἡ ἀσύνετος αὐτῶν καρδία,Romans,Romans 1
ROM 1:22,Professing to be wise they became fools,φάσκω εἰμί σοφός μωραίνω,φάσκοντες εἶναι σοφοί ἐμωράνθησαν,Romans,Romans 1
ROM 1:23,and they changed the glory of the immortal God into a likeness of an image of mortal man and birds and quadrupeds and creeping things,καί ἀλλάσσω ὁ δόξα ὁ ἄφθαρτος θεός ἐν ὁμοίωμα εἰκών φθαρτός ἄνθρωπος καί πετεινός καί τετράπους καί ἑρπετόν,καί ἤλλαξαν τήν δόξαν τοῦ ἀφθάρτου Θεοῦ ἐν ὁμοιώματι εἰκόνος φθαρτοῦ ἀνθρώπου καί πετεινῶν καί τετραπόδων καί ἑρπετῶν,Romans,Romans 1
ROM 1:24,Therefore gave up them - God in the desires of the hearts of them to impurity - to dishonor the bodies of them between themselves,διό παραδίδωμι αὐτός ὁ θεός ἐν ὁ ἐπιθυμία ὁ καρδία αὐτός εἰς ἀκαθαρσία ὁ ἀτιμάζω ὁ σῶμα αὐτός ἐν αὐτός,Διό παρέδωκεν αὐτούς ὁ Θεός ἐν ταῖς ἐπιθυμίαις τῶν καρδιῶν αὐτῶν εἰς ἀκαθαρσίαν τοῦ ἀτιμάζεσθαι τά σώματα αὐτῶν ἐν αὐτοῖς,Romans,Romans 1
ROM 1:25,who changed the truth - of God into the falsehood and reverenced and served the created thing beyond the [One] having created [it] who is blessed to the ages Amen,ὅστις μεταλλάσσω ὁ ἀλήθεια ὁ θεός ἐν ὁ ψεῦδος καί σεβάζομαι καί λατρεύω ὁ κτίσις παρά ὁ κτίζω ὅς εἰμί εὐλογητός εἰς ὁ αἰών ἀμήν,οἵτινες μετήλλαξαν τήν ἀλήθειαν τοῦ Θεοῦ ἐν τῷ ψεύδει καί ἐσεβάσθησαν καί ἐλάτρευσαν τῇ κτίσει παρά τόν Κτίσαντα ὅς ἐστιν εὐλογητός εἰς τούς αἰῶνας ἀμήν,Romans,Romans 1
ROM 1:26,Because of this gave up them - God to passions of dishonor - Even for females of them changed the natural use into that contrary to nature,διά οὗτος παραδίδωμι αὐτός ὁ θεός εἰς πάθος ἀτιμία ὁ τέ γάρ θῆλυς αὐτός μεταλλάσσω ὁ φυσικός χρῆσις εἰς ὁ παρά φύσις,Διά τοῦτο παρέδωκεν αὐτούς ὁ Θεός εἰς πάθη ἀτιμίας αἵ τε γάρ θήλειαι αὐτῶν μετήλλαξαν τήν φυσικήν χρῆσιν εἰς τήν παρά φύσιν,Romans,Romans 1
ROM 1:27,Likewise then also the males having left the natural use of the female were inflamed in the desire of them toward one another males with males the shame working out and the recompense which was fitting of the error of them in themselves receiving,ὁμοίως τέ καί ὁ ἄρσην ἀφίημι ὁ φυσικός χρῆσις ὁ θῆλυς ἐκκαίω ἐν ὁ ὄρεξις αὐτός εἰς ἀλλήλων ἄρσην ἐν ἄρσην ὁ ἀσχημοσύνη κατεργάζομαι καί ὁ ἀντιμισθία ὅς δεῖ ὁ πλάνη αὐτός ἐν ἑαυτοῦ ἀπολαμβάνω,ὁμοίως τε καί οἱ ἄρσενες ἀφέντες τήν φυσικήν χρῆσιν τῆς θηλείας ἐξεκαύθησαν ἐν τῇ ὀρέξει αὐτῶν εἰς ἀλλήλους ἄρσενες ἐν ἄρσεσιν τήν ἀσχημοσύνην κατεργαζόμενοι καί τήν ἀντιμισθίαν ἥν ἔδει τῆς πλάνης αὐτῶν ἐν ἑαυτοῖς ἀπολαμβάνοντες,Romans,Romans 1
ROM 1:28,And as not they did see fit - God to have in [their] knowledge gave up them - God to a depraved mind to do things not being proper,καί καθώς οὐ δοκιμάζω ὁ θεός ἔχω ἐν ἐπίγνωσις παραδίδωμι αὐτός ὁ θεός εἰς ἀδόκιμος νοῦς ποιέω ὁ μή καθήκω,Καί καθώς οὐκ ἐδοκίμασαν τόν Θεόν ἔχειν ἐν ἐπιγνώσει παρέδωκεν αὐτούς ὁ Θεός εἰς ἀδόκιμον νοῦν ποιεῖν τά μή καθήκοντα,Romans,Romans 1
ROM 1:29,being filled with all unrighteousness wickedness covetousness malice full of envy murder strife deceit maliciousness gossips,πληρόω πᾶς ἀδικία πονηρία πλεονεξία κακία μεστός φθόνος φόνος ἔρις δόλος κακοήθεια ψιθυριστής,πεπληρωμένους πάσῃ ἀδικίᾳ πονηρίᾳ πλεονεξίᾳ κακίᾳ μεστούς φθόνου φόνου ἔριδος δόλου κακοηθείας ψιθυριστάς,Romans,Romans 1
ROM 1:3,concerning the Son of Him - having come of [the] seed of David according to flesh,περί ὁ υἱός αὐτός ὁ γίνομαι ἐκ σπέρμα Δαυίδ κατά σάρξ,περί τοῦ Υἱοῦ αὐτοῦ τοῦ γενομένου ἐκ σπέρματος Δαυείδ κατά σάρκα,Romans,Romans 1
ROM 1:30,slanderers hateful to God insolent arrogant boastful inventors of evil things to parents disobedient,κατάλαλος θεοστυγής ὑβριστής ὑπερήφανος ἀλαζών ἐφευρετής κακός γονεύς ἀπειθής,καταλάλους θεοστυγεῖς ὑβριστάς ὑπερηφάνους ἀλαζόνας ἐφευρετάς κακῶν γονεῦσιν ἀπειθεῖς,Romans,Romans 1
ROM 1:31,foolish untrustworthy heartless unmerciful,ἀσύνετος ἀσύνθετος ἄστοργος ἀνελεήμων,ἀσυνέτους ἀσυνθέτους ἀστόργους ἀνελεήμονας,Romans,Romans 1
ROM 1:32,who the righteous decree - of God having known that those such things doing worthy of death are not only them are practicing but also are approving of those practicing [them],ὅστις ὁ δικαίωμα ὁ θεός ἐπιγινώσκω ὅτι ὁ ὁ τοιοῦτος πράσσω ἄξιος θάνατος εἰμί οὐ μόνος αὐτός ποιέω ἀλλά καί συνευδοκέω ὁ πράσσω,οἵτινες τό δικαίωμα τοῦ Θεοῦ ἐπιγνόντες ὅτι οἱ τά τοιαῦτα πράσσοντες ἄξιοι θανάτου εἰσίν οὐ μόνον αὐτά ποιοῦσιν ἀλλά καί συνευδοκοῦσιν τοῖς πράσσουσιν,Romans,Romans 1
ROM 1:4,- having been declared Son of God in power according to [the] Spirit of holiness by resurrection [from the] dead Jesus Christ the Lord of us,ὁ ὁρίζω υἱός θεός ἐν δύναμις κατά πνεῦμα ἁγιωσύνη ἐκ ἀνάστασις νεκρός Ἰησοῦς Χριστός ὁ κύριος ἐγώ,τοῦ ὁρισθέντος Υἱοῦ Θεοῦ ἐν δυνάμει κατά πνεῦμα ἁγιωσύνης ἐξ ἀναστάσεως νεκρῶν Ἰησοῦ Χριστοῦ τοῦ Κυρίου ἡμῶν,Romans,Romans 1
ROM 1:5,through whom we have received grace and apostleship unto obedience of faith among all the Gentiles on behalf of the name of Him,διά ὅς λαμβάνω χάρις καί ἀποστολή εἰς ὑπακοή πίστις ἐν πᾶς ὁ ἔθνος ὑπέρ ὁ ὄνομα αὐτός,δι’ οὗ ἐλάβομεν χάριν καί ἀποστολήν εἰς ὑπακοήν πίστεως ἐν πᾶσιν τοῖς ἔθνεσιν ὑπέρ τοῦ ὀνόματος αὐτοῦ,Romans,Romans 1
ROM 1:6,among whom are also you called of Jesus Christ,ἐν ὅς εἰμί καί σύ κλητός Ἰησοῦς Χριστός,ἐν οἷς ἐστε καί ὑμεῖς κλητοί Ἰησοῦ Χριστοῦ,Romans,Romans 1
ROM 1:7,To all those being in Rome beloved of God called saints Grace to you and peace from God [the] Father of us and [the] Lord Jesus Christ,πᾶς ὁ εἰμί ἐν Ῥώμη ἀγαπητός θεός κλητός ἅγιος χάρις σύ καί εἰρήνη ἀπό θεός πατήρ ἐγώ καί κύριος Ἰησοῦς Χριστός,πᾶσιν τοῖς οὖσιν ἐν Ῥώμῃ ἀγαπητοῖς Θεοῦ κλητοῖς ἁγίοις χάρις ὑμῖν καί εἰρήνη ἀπό Θεοῦ Πατρός ἡμῶν καί Κυρίου Ἰησοῦ Χριστοῦ,Romans,Romans 1
ROM 1:8,First indeed I thank the God of me through Jesus Christ for all of you because the faith of you is being proclaimed in all the world,πρῶτος μέν εὐχαριστέω ὁ θεός ἐγώ διά Ἰησοῦς Χριστός περί πᾶς σύ ὅτι ὁ πίστις σύ καταγγέλλω ἐν ὅλος ὁ κόσμος,Πρῶτον μέν εὐχαριστῶ τῷ Θεῷ μου διά Ἰησοῦ Χριστοῦ περί πάντων ὑμῶν ὅτι ἡ πίστις ὑμῶν καταγγέλλεται ἐν ὅλῳ τῷ κόσμῳ,Romans,Romans 1
ROM 1:9,Witness for my is - God whom I serve in the spirit of me in the gospel of the Son of Him how unceasingly mention of you I make,μάρτυς γάρ ἐγώ εἰμί ὁ θεός ὅς λατρεύω ἐν ὁ πνεῦμα ἐγώ ἐν ὁ εὐαγγέλιον ὁ υἱός αὐτός ὡς ἀδιαλείπτως μνεία σύ ποιέω,μάρτυς γάρ μού ἐστιν ὁ Θεός ᾧ λατρεύω ἐν τῷ πνεύματι μου ἐν τῷ εὐαγγελίῳ τοῦ Υἱοῦ αὐτοῦ ὡς ἀδιαλείπτως μνείαν ὑμῶν ποιοῦμαι,Romans,Romans 1
ROM 2:1,Therefore inexcusable you are O man each one who is judging In that which for you judge the other yourself you are condemning - for the same things you do the [one] judging,διό ἀναπολόγητος εἰμί ὦ ἄνθρωπος πᾶς ὁ κρίνω ἐν ὅς γάρ κρίνω ὁ ἕτερος σεαυτοῦ κατακρίνω ὁ γάρ αὐτός πράσσω ὁ κρίνω,Διό ἀναπολόγητος εἶ ὦ ἄνθρωπε πᾶς ὁ κρίνων ἐν ᾧ γάρ κρίνεις τόν ἕτερον σεαυτόν κατακρίνεις τά γάρ αὐτά πράσσεις ὁ κρίνων,Romans,Romans 2
ROM 2:10,glory however and honor and peace to everyone - doing - good to Jewish both first and to Greek,δόξα δέ καί τιμή καί εἰρήνη πᾶς ὁ ἐργάζομαι ὁ ἀγαθός Ἰουδαῖος τέ πρῶτος καί Ἕλλην,δόξα δέ καί τιμή καί εἰρήνη παντί τῷ ἐργαζομένῳ τό ἀγαθόν Ἰουδαίῳ τε πρῶτον καί Ἕλληνι,Romans,Romans 2
ROM 2:11,Not for there is partiality with - God,οὐ γάρ εἰμί προσωπολημψία παρά ὁ θεός,οὐ γάρ ἐστιν προσωπολημψία παρά τῷ Θεῷ,Romans,Romans 2
ROM 2:12,As many as for without [the] Law have sinned without [the] Law also will perish and as many as in [the] Law have sinned by [the] Law will be judged,ὅσος γάρ ἀνόμως ἁμαρτάνω ἀνόμως καί ἀπόλλυμι καί ὅσος ἐν νόμος ἁμαρτάνω διά νόμος κρίνω,Ὅσοι γάρ ἀνόμως ἥμαρτον ἀνόμως καί ἀπολοῦνται καί ὅσοι ἐν νόμῳ ἥμαρτον διά νόμου κριθήσονται,Romans,Romans 2
ROM 2:13,not for the hearers of [the] law [are] righteous with - God but the doers of [the] law will be justified,οὐ γάρ ὁ ἀκροατής νόμος δίκαιος παρά ὁ θεός ἀλλά ὁ ποιητής νόμος δικαιόω,οὐ γάρ οἱ ἀκροαταί νόμου δίκαιοι παρά τῷ Θεῷ ἀλλ’ οἱ ποιηταί νόμου δικαιωθήσονται,Romans,Romans 2
ROM 2:14,When for Gentiles - not the law having by nature the things of the law do these [the] Law not having to themselves are a law,ὅταν γάρ ἔθνος ὁ μή νόμος ἔχω φύσις ὁ ὁ νόμος ποιέω οὗτος νόμος μή ἔχω ἑαυτοῦ εἰμί νόμος,ὅταν γάρ ἔθνη τά μή νόμον ἔχοντα φύσει τά τοῦ νόμου ποιῶσιν οὗτοι νόμον μή ἔχοντες ἑαυτοῖς εἰσιν νόμος,Romans,Romans 2
ROM 2:15,who show the work of the law written in the hearts of them bearing witness their - conscience and between one another the thoughts accusing or also defending [them],ὅστις ἐνδείκνυμι ὁ ἔργον ὁ νόμος γραπτός ἐν ὁ καρδία αὐτός συμμαρτυρέω αὐτός ὁ συνείδησις καί μεταξύ ἀλλήλων ὁ λογισμός κατηγορέω ἤ καί ἀπολογέομαι,οἵτινες ἐνδείκνυνται τό ἔργον τοῦ νόμου γραπτόν ἐν ταῖς καρδίαις αὐτῶν συνμαρτυρούσης αὐτῶν τῆς συνειδήσεως καί μεταξύ ἀλλήλων τῶν λογισμῶν κατηγορούντων ἤ καί ἀπολογουμένων,Romans,Romans 2
ROM 2:16,on [that] day will judge - God the secrets - of men according to the gospel of me by Christ Jesus,ἐν ὅς ἡμέρα κρίνω ὁ θεός ὁ κρυπτός ὁ ἄνθρωπος κατά ὁ εὐαγγέλιον ἐγώ διά Χριστός Ἰησοῦς,ἐν ᾗ ἡμέρᾳ κρίνει ὁ Θεός τά κρυπτά τῶν ἀνθρώπων κατά τό εὐαγγέλιον μου διά Χριστοῦ Ἰησοῦ,Romans,Romans 2
ROM 2:17,If however you a Jew are called and rely on [the] law and boast in God,εἰ δέ σύ Ἰουδαῖος ἐπονομάζω καί ἐπαναπαύομαι νόμος καί καυχάομαι ἐν θεός,Εἰ δέ σύ Ἰουδαῖος ἐπονομάζῃ καί ἐπαναπαύῃ νόμῳ καί καυχᾶσαι ἐν Θεῷ,Romans,Romans 2
ROM 2:18,and know the will and approve the things being superior being instructed out of the law,καί γινώσκω ὁ θέλημα καί δοκιμάζω ὁ διαφέρω κατηχέω ἐκ ὁ νόμος,καί γινώσκεις τό θέλημα καί δοκιμάζεις τά διαφέροντα κατηχούμενος ἐκ τοῦ νόμου,Romans,Romans 2
ROM 2:19,are persuaded [that] then you yourself a guide are of [the] blind a light to those in darkness,πείθω τέ σεαυτοῦ ὁδηγός εἰμί τυφλός φῶς ὁ ἐν σκότος,πέποιθας τε σεαυτόν ὁδηγόν εἶναι τυφλῶν φῶς τῶν ἐν σκότει,Romans,Romans 2
ROM 2:2,We know however that the judgment - of God is according to truth upon those - such things practicing,οἶδα δέ ὅτι ὁ κρίμα ὁ θεός εἰμί κατά ἀλήθεια ἐπί ὁ ὁ τοιοῦτος πράσσω,οἴδαμεν δέ ὅτι τό κρίμα τοῦ Θεοῦ ἐστιν κατά ἀλήθειαν ἐπί τούς τά τοιαῦτα πράσσοντας,Romans,Romans 2
ROM 2:20,an instructor of [the] foolish a teacher of infants having the embodiment - of knowledge and of the truth in the law,παιδευτής ἄφρων διδάσκαλος νήπιος ἔχω ὁ μόρφωσις ὁ γνῶσις καί ὁ ἀλήθεια ἐν ὁ νόμος,παιδευτήν ἀφρόνων διδάσκαλον νηπίων ἔχοντα τήν μόρφωσιν τῆς γνώσεως καί τῆς ἀληθείας ἐν τῷ νόμῳ,Romans,Romans 2
ROM 2:21,[you] then teaching another yourself not do you teach You preaching not to steal do you steal,ὁ οὖν διδάσκω ἕτερος σεαυτοῦ οὐ διδάσκω ὁ κηρύσσω μή κλέπτω κλέπτω,ὁ οὖν διδάσκων ἕτερον σεαυτόν οὐ διδάσκεις ὁ κηρύσσων μή κλέπτειν κλέπτεις,Romans,Romans 2
ROM 2:22,You saying not to commit adultery do you commit adultery You abhorring - idols do you rob temples,ὁ λέγω μή μοιχεύω μοιχεύω ὁ βδελύσσομαι ὁ εἴδωλον ἱεροσυλέω,ὁ λέγων μή μοιχεύειν μοιχεύεις ὁ βδελυσσόμενος τά εἴδωλα ἱεροσυλεῖς,Romans,Romans 2
ROM 2:23,You who in law boast through the transgression of the law - God dishonor you,ὅς ἐν νόμος καυχάομαι διά ὁ παράβασις ὁ νόμος ὁ θεός ἀτιμάζω,ὅς ἐν νόμῳ καυχᾶσαι διά τῆς παραβάσεως τοῦ νόμου τόν Θεόν ἀτιμάζεις,Romans,Romans 2
ROM 2:24,- For [The] name - of God through you is blasphemed among the Gentiles as it has been written,ὁ γάρ ὄνομα ὁ θεός διά σύ βλασφημέω ἐν ὁ ἔθνος καθώς γράφω,τό γάρ ὄνομα τοῦ Θεοῦ δι’ ὑμᾶς βλασφημεῖται ἐν τοῖς ἔθνεσιν καθώς γέγραπται,Romans,Romans 2
ROM 2:25,Circumcision indeed - profits if [the] law you do if however a transgressor of law you are the circumcision of you uncircumcision has become,περιτομή μέν γάρ ὠφελέω ἐάν νόμος πράσσω ἐάν δέ παραβάτης νόμος εἰμί ὁ περιτομή σύ ἀκροβυστία γίνομαι,περιτομή μέν γάρ ὠφελεῖ ἐάν νόμον πράσσῃς ἐάν δέ παραβάτης νόμου ᾖς ἡ περιτομή σου ἀκροβυστία γέγονεν,Romans,Romans 2
ROM 2:26,If therefore the uncircumcision the requirements of the law keeps not the uncircumcision of him for circumcision will be reckoned,ἐάν οὖν ὁ ἀκροβυστία ὁ δικαίωμα ὁ νόμος φυλάσσω οὐ ὁ ἀκροβυστία αὐτός εἰς περιτομή λογίζομαι,ἐάν οὖν ἡ ἀκροβυστία τά δικαιώματα τοῦ νόμου φυλάσσῃ οὐχ ἡ ἀκροβυστία αὐτοῦ εἰς περιτομήν λογισθήσεται,Romans,Romans 2
ROM 2:27,And will judge the by nature uncircumcision the law fulfilling you who with [the] letter and circumcision [are] a transgressor of law,καί κρίνω ὁ ἐκ φύσις ἀκροβυστία ὁ νόμος τελέω σύ ὁ διά γράμμα καί περιτομή παραβάτης νόμος,καί κρινεῖ ἡ ἐκ φύσεως ἀκροβυστία τόν νόμον τελοῦσα σέ τόν διά γράμματος καί περιτομῆς παραβάτην νόμου,Romans,Romans 2
ROM 2:28,Not for the [one] on the outward a Jew is neither the [one] outwardly the outward in flesh [is] circumcision,οὐ γάρ ὁ ἐν ὁ φανερός Ἰουδαῖος εἰμί οὐδέ ὁ ἐν ὁ φανερός ἐν σάρξ περιτομή,οὐ γάρ ὁ ἐν τῷ φανερῷ Ἰουδαῖος ἐστιν οὐδέ ἡ ἐν τῷ φανερῷ ἐν σαρκί περιτομή,Romans,Romans 2
ROM 2:29,but he who [is] on the inward a Jew [is one] and circumcision [is] of heart in spirit not in letter of whom the praise [is] not of men but of - God,ἀλλά ὁ ἐν ὁ κρυπτός Ἰουδαῖος καί περιτομή καρδία ἐν πνεῦμα οὐ γράμμα ὅς ὁ ἔπαινος οὐ ἐκ ἄνθρωπος ἀλλά ἐκ ὁ θεός,ἀλλ’ ὁ ἐν τῷ κρυπτῷ Ἰουδαῖος καί περιτομή καρδίας ἐν πνεύματι οὐ γράμματι οὗ ὁ ἔπαινος οὐκ ἐξ ἀνθρώπων ἀλλ’ ἐκ τοῦ Θεοῦ,Romans,Romans 2
ROM 2:3,Suppose you now this O man the [one] judging those - such things practicing and doing them [yourself] that you will escape the judgment - of God,λογίζομαι δέ οὗτος ὦ ἄνθρωπος ὁ κρίνω ὁ ὁ τοιοῦτος πράσσω καί ποιέω αὐτός ὅτι σύ ἐκφεύγω ὁ κρίμα ὁ θεός,λογίζῃ δέ τοῦτο ὦ ἄνθρωπε ὁ κρίνων τούς τά τοιαῦτα πράσσοντας καί ποιῶν αὐτά ὅτι σύ ἐκφεύξῃ τό κρίμα τοῦ Θεοῦ,Romans,Romans 2
ROM 2:4,Or the riches of the kindness of Him and the forbearance and the patience despise you not knowing that the kindness - of God to repentance you leads,ἤ ὁ πλοῦτος ὁ χρηστότης αὐτός καί ὁ ἀνοχή καί ὁ μακροθυμία καταφρονέω ἀγνοέω ὅτι ὁ χρηστός ὁ θεός εἰς μετάνοια σύ ἄγω,ἤ τοῦ πλούτου τῆς χρηστότητος αὐτοῦ καί τῆς ἀνοχῆς καί τῆς μακροθυμίας καταφρονεῖς ἀγνοῶν ὅτι τό χρηστόν τοῦ Θεοῦ εἰς μετάνοιαν σε ἄγει,Romans,Romans 2
ROM 2:5,Because of however the hardness of you and unrepentant heart you are treasuring up to yourself wrath in [the] day of wrath and revelation of righteous judgement - of God,κατά δέ ὁ σκληρότης σύ καί ἀμετανόητος καρδία θησαυρίζω σεαυτοῦ ὀργή ἐν ἡμέρα ὀργή καί ἀποκάλυψις δικαιοκρισία ὁ θεός,κατά δέ τήν σκληρότητα σου καί ἀμετανόητον καρδίαν θησαυρίζεις σεαυτῷ ὀργήν ἐν ἡμέρᾳ ὀργῆς καί ἀποκαλύψεως δικαιοκρισίας τοῦ Θεοῦ,Romans,Romans 2
ROM 2:6,who will give to each according to the works of him,ὅς ἀποδίδωμι ἕκαστος κατά ὁ ἔργον αὐτός,ὅς ἀποδώσει ἑκάστῳ κατά τά ἔργα αὐτοῦ,Romans,Romans 2
